"subject","activity","tBodyAcc-mean()-X.mean","tBodyAcc-mean()-X.std","tBodyAcc-mean()-Y.mean","tBodyAcc-mean()-Y.std","tBodyAcc-mean()-Z.mean","tBodyAcc-mean()-Z.std","tBodyAcc-std()-X.mean","tBodyAcc-std()-X.std","tBodyAcc-std()-Y.mean","tBodyAcc-std()-Y.std","tBodyAcc-std()-Z.mean","tBodyAcc-std()-Z.std","tGravityAcc-mean()-X.mean","tGravityAcc-mean()-X.std","tGravityAcc-mean()-Y.mean","tGravityAcc-mean()-Y.std","tGravityAcc-mean()-Z.mean","tGravityAcc-mean()-Z.std","tGravityAcc-std()-X.mean","tGravityAcc-std()-X.std","tGravityAcc-std()-Y.mean","tGravityAcc-std()-Y.std","tGravityAcc-std()-Z.mean","tGravityAcc-std()-Z.std","tBodyAccJerk-mean()-X.mean","tBodyAccJerk-mean()-X.std","tBodyAccJerk-mean()-Y.mean","tBodyAccJerk-mean()-Y.std","tBodyAccJerk-mean()-Z.mean","tBodyAccJerk-mean()-Z.std","tBodyAccJerk-std()-X.mean","tBodyAccJerk-std()-X.std","tBodyAccJerk-std()-Y.mean","tBodyAccJerk-std()-Y.std","tBodyAccJerk-std()-Z.mean","tBodyAccJerk-std()-Z.std","tBodyGyro-mean()-X.mean","tBodyGyro-mean()-X.std","tBodyGyro-mean()-Y.mean","tBodyGyro-mean()-Y.std","tBodyGyro-mean()-Z.mean","tBodyGyro-mean()-Z.std","tBodyGyro-std()-X.mean","tBodyGyro-std()-X.std","tBodyGyro-std()-Y.mean","tBodyGyro-std()-Y.std","tBodyGyro-std()-Z.mean","tBodyGyro-std()-Z.std","tBodyGyroJerk-mean()-X.mean","tBodyGyroJerk-mean()-X.std","tBodyGyroJerk-mean()-Y.mean","tBodyGyroJerk-mean()-Y.std","tBodyGyroJerk-mean()-Z.mean","tBodyGyroJerk-mean()-Z.std","tBodyGyroJerk-std()-X.mean","tBodyGyroJerk-std()-X.std","tBodyGyroJerk-std()-Y.mean","tBodyGyroJerk-std()-Y.std","tBodyGyroJerk-std()-Z.mean","tBodyGyroJerk-std()-Z.std","tBodyAccMag-mean().mean","tBodyAccMag-mean().std","tBodyAccMag-std().mean","tBodyAccMag-std().std","tGravityAccMag-mean().mean","tGravityAccMag-mean().std","tGravityAccMag-std().mean","tGravityAccMag-std().std","tBodyAccJerkMag-mean().mean","tBodyAccJerkMag-mean().std","tBodyAccJerkMag-std().mean","tBodyAccJerkMag-std().std","tBodyGyroMag-mean().mean","tBodyGyroMag-mean().std","tBodyGyroMag-std().mean","tBodyGyroMag-std().std","tBodyGyroJerkMag-mean().mean","tBodyGyroJerkMag-mean().std","tBodyGyroJerkMag-std().mean","tBodyGyroJerkMag-std().std","fBodyAcc-mean()-X.mean","fBodyAcc-mean()-X.std","fBodyAcc-mean()-Y.mean","fBodyAcc-mean()-Y.std","fBodyAcc-mean()-Z.mean","fBodyAcc-mean()-Z.std","fBodyAcc-std()-X.mean","fBodyAcc-std()-X.std","fBodyAcc-std()-Y.mean","fBodyAcc-std()-Y.std","fBodyAcc-std()-Z.mean","fBodyAcc-std()-Z.std","fBodyAccJerk-mean()-X.mean","fBodyAccJerk-mean()-X.std","fBodyAccJerk-mean()-Y.mean","fBodyAccJerk-mean()-Y.std","fBodyAccJerk-mean()-Z.mean","fBodyAccJerk-mean()-Z.std","fBodyAccJerk-std()-X.mean","fBodyAccJerk-std()-X.std","fBodyAccJerk-std()-Y.mean","fBodyAccJerk-std()-Y.std","fBodyAccJerk-std()-Z.mean","fBodyAccJerk-std()-Z.std","fBodyGyro-mean()-X.mean","fBodyGyro-mean()-X.std","fBodyGyro-mean()-Y.mean","fBodyGyro-mean()-Y.std","fBodyGyro-mean()-Z.mean","fBodyGyro-mean()-Z.std","fBodyGyro-std()-X.mean","fBodyGyro-std()-X.std","fBodyGyro-std()-Y.mean","fBodyGyro-std()-Y.std","fBodyGyro-std()-Z.mean","fBodyGyro-std()-Z.std","fBodyAccMag-mean().mean","fBodyAccMag-mean().std","fBodyAccMag-std().mean","fBodyAccMag-std().std","fBodyBodyAccJerkMag-mean().mean","fBodyBodyAccJerkMag-mean().std","fBodyBodyAccJerkMag-std().mean","fBodyBodyAccJerkMag-std().std","fBodyBodyGyroMag-mean().mean","fBodyBodyGyroMag-mean().std","fBodyBodyGyroMag-std().mean","fBodyBodyGyroMag-std().std","fBodyBodyGyroJerkMag-mean().mean","fBodyBodyGyroJerkMag-mean().std","fBodyBodyGyroJerkMag-std().mean","fBodyBodyGyroJerkMag-std().std","train"
11,"LAYING",0.280592971,0.019345633,-0.017659805, 0.004656204,-0.108786578, 0.008563082,-0.984777330, 0.025643848,-0.972196874, 0.046020080,-0.971311177, 0.043227104,-0.134832031, 0.018632463, 0.943017941, 0.009278896, 0.112620190, 0.069386859,-0.979565602, 0.043981640,-0.990765580, 0.019228561,-0.984192606, 0.030623407,0.076664534,0.014836203, 1.221939e-02, 9.128400e-03, 2.776905e-03, 2.127417e-02,-0.985259109, 0.027517924,-0.972777455, 0.042166498,-0.982111784, 0.023607796,-0.0191743840, 0.0273934626,-0.041559990, 0.080432807, 0.1520190159, 0.1728170113,-0.980836885, 0.028695708,-0.982442644, 0.036543603,-0.95989743, 0.05954718,-0.102297502, 0.010408711,-0.041239143, 0.021967981,-0.066695749, 0.037302576,-0.981724838, 0.038240401,-0.990845725, 0.022926159,-0.986549063, 0.019104727,-0.9806211802, 0.0335166416,-0.97289183, 0.04679919,-0.9806211802, 0.0335166416,-0.97289183, 0.04679919,-0.983330628, 0.026649921,-0.976504859, 0.042998057,-0.952523752, 0.090090885,-0.95471318, 0.07529086,-0.990641248, 0.018822896,-0.984476477, 0.036285276,-0.983801366, 0.027611152,-0.971403935, 0.043768284,-0.973576813, 0.037003321,-0.985322212, 0.025021622,-0.973589287, 0.044469970,-0.971668077, 0.043497578,-0.984884874, 0.029327364,-0.973882497, 0.039778546,-0.979564844, 0.026305636,-0.987122678, 0.022715985,-0.973486716, 0.042147199,-0.983302949, 0.021065802,-0.976187471, 0.038625118,-0.982640272, 0.038310401,-0.96143442, 0.05533023,-0.98242459, 0.02565171,-0.982660632, 0.035328795,-0.96318390, 0.05565115,-0.973994005, 0.043892243,-0.9760376956, 0.0415823996,-0.9769407746, 0.0419243340,-0.975126531, 0.044511686,-0.9670933565, 0.0552439912,-0.95484905, 0.07488754,-0.985978837, 0.032998813,-0.983569468, 0.037922073,1
12,"LAYING",0.260113433,0.107449233,-0.017520392, 0.008845382,-0.108160126, 0.032200477,-0.955318680, 0.083165932,-0.949072009, 0.072431883,-0.948333844, 0.074321350,-0.378592065, 0.072103258, 0.803378835, 0.188134771, 0.275043198, 0.479525058,-0.936458309, 0.187695690,-0.974396493, 0.053234809,-0.959643956, 0.098788345,0.085429539,0.058884847, 7.744083e-03, 4.450123e-02,-4.371484e-03, 4.586424e-02,-0.969276283, 0.024743231,-0.962639527, 0.028579351,-0.970629308, 0.028415609,-0.0146546807, 0.0402162047,-0.083553735, 0.114285258, 0.1451918480, 0.1544658104,-0.966090742, 0.037084571,-0.953873894, 0.037286135,-0.95015744, 0.04708055,-0.099040230, 0.025161583,-0.041067531, 0.022732020,-0.067890900, 0.034832153,-0.967198202, 0.031938863,-0.965900371, 0.029641748,-0.969953930, 0.024672255,-0.9482046755, 0.0808266547,-0.93654269, 0.15226937,-0.9482046755, 0.0808266547,-0.93654269, 0.15226937,-0.969843834, 0.025230861,-0.962580915, 0.036458150,-0.930840594, 0.092129697,-0.93572572, 0.06060076,-0.971067769, 0.024857026,-0.962012018, 0.035650686,-0.956248488, 0.075489834,-0.951265971, 0.061367704,-0.954724802, 0.056536020,-0.955207642, 0.086250780,-0.950640040, 0.073596477,-0.948380834, 0.077845280,-0.968742759, 0.024893485,-0.963223332, 0.028039485,-0.967149695, 0.030636365,-0.972820011, 0.022437310,-0.964703657, 0.027402074,-0.972713845, 0.026463904,-0.956653887, 0.046194444,-0.952561720, 0.040464960,-0.94567324, 0.05046410,-0.96925459, 0.03441208,-0.955343676, 0.035453996,-0.95642438, 0.04192007,-0.943867440, 0.119806330,-0.9421332552, 0.1441572666,-0.9624484187, 0.0358038173,-0.961653004, 0.037470242,-0.9454970225, 0.0501508590,-0.94037383, 0.05756535,-0.963949607, 0.033237074,-0.961911612, 0.036447567,0
13,"LAYING",0.276716360,0.036780750,-0.020440454, 0.017319207,-0.104331865, 0.022738034,-0.968891989, 0.048788716,-0.950947950, 0.054947647,-0.950392995, 0.067886577,-0.156852206, 0.067385093, 0.656400944, 0.250012229, 0.598884989, 0.301419377,-0.957875245, 0.101203876,-0.975948136, 0.051657401,-0.959892864, 0.092822764,0.076777483,0.035199845, 1.834419e-02, 2.964558e-02,-9.883897e-03, 4.755504e-02,-0.985419950, 0.013365957,-0.980152343, 0.019761115,-0.983070657, 0.015065088,-0.0097360997, 0.0483398917,-0.096625070, 0.087271555, 0.1178196148, 0.1107012548,-0.972143470, 0.022605207,-0.962704620, 0.039620874,-0.96735051, 0.04972523,-0.101835574, 0.019245175,-0.041774400, 0.020241023,-0.064877042, 0.036740650,-0.981404743, 0.023232786,-0.978854747, 0.018068352,-0.989801549, 0.011118394,-0.9605177682, 0.0535377485,-0.94794475, 0.09178613,-0.9605177682, 0.0535377485,-0.94794475, 0.09178613,-0.985467854, 0.010847870,-0.980066243, 0.026372783,-0.944303112, 0.074807989,-0.94468748, 0.06731258,-0.985446265, 0.011617467,-0.975113306, 0.026761040,-0.974716920, 0.044110882,-0.965843757, 0.041725189,-0.966295583, 0.050873656,-0.966960088, 0.050826043,-0.947462328, 0.058699305,-0.945852136, 0.071805409,-0.985199684, 0.014335103,-0.980375137, 0.019067464,-0.980994602, 0.016254096,-0.987078175, 0.011011697,-0.981394262, 0.019361184,-0.983670049, 0.014043854,-0.969463490, 0.029557555,-0.968689729, 0.034727077,-0.96912688, 0.05013831,-0.97344679, 0.02098845,-0.959944126, 0.042510721,-0.96979721, 0.04522652,-0.959535494, 0.075674521,-0.9494313192, 0.0856586742,-0.9807543860, 0.0238495005,-0.978044350, 0.029633852,-0.9576816213, 0.0470707054,-0.94613343, 0.06827715,-0.978150814, 0.022934092,-0.972798632, 0.029452120,0
14,"LAYING",0.233275440,0.254558886,-0.011342465, 0.037798809,-0.086833332, 0.110834717,-0.917501887, 0.187432403,-0.909697041, 0.154930528,-0.900331922, 0.235929979,-0.145483632, 0.104289857, 0.485396927, 0.031132188, 0.836562910, 0.038758250,-0.862136937, 0.369499970,-0.948774864, 0.124425565,-0.901303856, 0.300149112,0.098140385,0.088919490,-8.315071e-03, 7.746751e-02,-3.236015e-02, 1.295812e-01,-0.971473557, 0.033445431,-0.968127617, 0.033929495,-0.972431855, 0.030010641, 0.0050522118, 0.0773724627,-0.153423808, 0.161110518, 0.1491240582, 0.1368768844,-0.957221015, 0.033748439,-0.932499781, 0.088240718,-0.95229697, 0.07656252,-0.105446637, 0.025097852,-0.037267740, 0.050336469,-0.056617187, 0.058739197,-0.970274963, 0.032865415,-0.968042894, 0.040226722,-0.979711373, 0.033717538,-0.9059782502, 0.2126700457,-0.85659312, 0.38323754,-0.9059782502, 0.2126700457,-0.85659312, 0.38323754,-0.972576393, 0.029853759,-0.966450909, 0.046649626,-0.904665418, 0.133112762,-0.91343319, 0.08645039,-0.975621183, 0.029238966,-0.964009922, 0.050712724,-0.933936178, 0.136473458,-0.930366906, 0.116916716,-0.927882307, 0.155157580,-0.911972655, 0.204209241,-0.905221049, 0.162388788,-0.894055711, 0.255237113,-0.972010709, 0.033153708,-0.969342124, 0.031593703,-0.968593196, 0.033614772,-0.973491388, 0.030798785,-0.969113291, 0.034553177,-0.974914430, 0.026485047,-0.949959041, 0.045063315,-0.938087898, 0.080914157,-0.94910716, 0.08727718,-0.95974049, 0.03046458,-0.929955407, 0.092133479,-0.95779048, 0.06582835,-0.899463669, 0.236231815,-0.8596060471, 0.3846111171,-0.9679885963, 0.0408021131,-0.963607434, 0.053401198,-0.9301517312, 0.0701222574,-0.91776010, 0.08290327,-0.966455343, 0.042293300,-0.963666018, 0.057277724,1
15,"LAYING",0.289475653,0.048580647,-0.016629654, 0.007550934,-0.118530240, 0.040754961,-0.972255552, 0.043114269,-0.962759422, 0.061235924,-0.929586835, 0.122566647,-0.171993054, 0.067682491, 0.899242553, 0.020531338,-0.036919291, 0.338166133,-0.961509743, 0.070616336,-0.986036192, 0.021818419,-0.950710357, 0.080531444,0.076751544,0.024392819, 1.239843e-02, 2.569332e-02,-4.439280e-03, 4.622922e-02,-0.981739387, 0.024206503,-0.970921588, 0.038342288,-0.978402957, 0.024605642,-0.0168300888, 0.0445516840,-0.061970087, 0.069698871, 0.1134518998, 0.1067807321,-0.957167681, 0.079005032,-0.961142912, 0.055331626,-0.95653705, 0.06098264,-0.102266714, 0.013930445,-0.041587897, 0.024743597,-0.062433456, 0.025536540,-0.973923951, 0.043343485,-0.980482834, 0.031238865,-0.980112733, 0.027141217,-0.9553406615, 0.0751670533,-0.94331411, 0.09917019,-0.9553406615, 0.0751670533,-0.94331411, 0.09917019,-0.979890228, 0.025835079,-0.973644463, 0.038493772,-0.944605127, 0.085566394,-0.92404301, 0.11981921,-0.983235025, 0.025344760,-0.973650042, 0.044629498,-0.974016177, 0.037152596,-0.962461124, 0.055600939,-0.951565946, 0.074546482,-0.971718825, 0.045495098,-0.964590430, 0.060444392,-0.923923992, 0.135076383,-0.981329999, 0.024898942,-0.970833222, 0.038429549,-0.974775684, 0.028282691,-0.983949291, 0.021183936,-0.973215320, 0.035518311,-0.980745097, 0.020866831,-0.955413596, 0.075054364,-0.964310894, 0.053135786,-0.95819010, 0.05674587,-0.95822450, 0.07906623,-0.959991907, 0.056671005,-0.96001583, 0.05691040,-0.956001034, 0.068794086,-0.9455085600, 0.0976729172,-0.9736812228, 0.0366072765,-0.972530078, 0.040824895,-0.9468126424, 0.0782999026,-0.92368224, 0.12356179,-0.975727854, 0.040069267,-0.972645711, 0.047134612,1
16,"LAYING",0.274227163,0.031616556,-0.016610351, 0.009696220,-0.107310493, 0.012521177,-0.973691429, 0.032059586,-0.943061150, 0.067645945,-0.965490276, 0.059391131,-0.206783742, 0.128049775,-0.019927023, 0.443997286, 0.893884469, 0.018220042,-0.963761978, 0.068336849,-0.966087104, 0.060540951,-0.967886002, 0.076063680,0.078396027,0.022015143, 1.328051e-02, 3.712498e-02,-1.541051e-03, 4.151593e-02,-0.988416724, 0.006430773,-0.984867287, 0.013778940,-0.987644127, 0.008773965,-0.0161545407, 0.0573726687,-0.113675061, 0.113353054, 0.0966210349, 0.0650792934,-0.977010770, 0.019225996,-0.970747514, 0.025105478,-0.98478148, 0.02000301,-0.102209572, 0.014909551,-0.034773533, 0.017658437,-0.057679044, 0.013982189,-0.985835459, 0.009468883,-0.989046576, 0.008368537,-0.994465158, 0.005775771,-0.9618346349, 0.0393509341,-0.95789593, 0.07366349,-0.9618346349, 0.0393509341,-0.95789593, 0.07366349,-0.988349657, 0.008113823,-0.987891004, 0.013532558,-0.951777100, 0.076980041,-0.95902004, 0.04731695,-0.990839526, 0.007139845,-0.988212425, 0.009958337,-0.980213187, 0.026452672,-0.963635575, 0.052213338,-0.974580069, 0.042557805,-0.971409075, 0.034284184,-0.937083637, 0.070743950,-0.962524373, 0.063134353,-0.988580046, 0.007121841,-0.984752927, 0.013071091,-0.985544945, 0.010201921,-0.989287359, 0.005050219,-0.986215013, 0.013828191,-0.988348905, 0.007446125,-0.975892407, 0.021691168,-0.976092921, 0.021100188,-0.98595779, 0.01836344,-0.97750958, 0.01849431,-0.968135252, 0.027418680,-0.98573100, 0.01881271,-0.968020521, 0.063041249,-0.9581118959, 0.0675445092,-0.9875145251, 0.0122510601,-0.987247160, 0.015361558,-0.9702496389, 0.0316661118,-0.95897508, 0.04852531,-0.988695278, 0.009209824,-0.988058401, 0.010350409,1
17,"LAYING",0.269780086,0.040711694,-0.016846201, 0.019548473,-0.107006280, 0.023315136,-0.972960567, 0.054035572,-0.944792875, 0.097736989,-0.953476700, 0.058638481,-0.199133090, 0.023647855, 0.658792072, 0.119481463, 0.722657502, 0.116210826,-0.961063222, 0.086586099,-0.961466681, 0.078336889,-0.957164565, 0.044101568,0.077908975,0.035803673, 7.068671e-03, 5.497965e-02,-1.435425e-04, 3.133181e-02,-0.981489017, 0.025709445,-0.976960543, 0.034051606,-0.982813001, 0.019634104,-0.0234756467, 0.0249001927,-0.094458019, 0.074590598, 0.1114404903, 0.0939274078,-0.975893062, 0.035571898,-0.971484336, 0.049696905,-0.97620077, 0.04322551,-0.102049764, 0.017738041,-0.036196114, 0.020022783,-0.060492705, 0.020650778,-0.980792372, 0.031119449,-0.983135597, 0.027075348,-0.988221713, 0.024495289,-0.9530214111, 0.0607621802,-0.94825799, 0.09690666,-0.9530214111, 0.0607621802,-0.94825799, 0.09690666,-0.981607628, 0.026051663,-0.980126745, 0.030981970,-0.960733122, 0.067598354,-0.95932550, 0.06607977,-0.985542411, 0.025139909,-0.982038121, 0.030969144,-0.974359280, 0.049240154,-0.954648102, 0.080107998,-0.965406092, 0.041294790,-0.972438525, 0.055933384,-0.942791616, 0.100042169,-0.950116956, 0.062796805,-0.981472069, 0.026500802,-0.977212388, 0.033886280,-0.980380059, 0.022419082,-0.983213244, 0.022413803,-0.978343916, 0.031846852,-0.983854159, 0.016912834,-0.971949211, 0.043514097,-0.973669099, 0.046076469,-0.97616485, 0.04493355,-0.97720350, 0.03311614,-0.970627807, 0.051669125,-0.97835713, 0.03878686,-0.961046326, 0.082465501,-0.9490425317, 0.0892060568,-0.9796873187, 0.0309441945,-0.979657231, 0.031172873,-0.9690144448, 0.0539954804,-0.96002384, 0.06275700,-0.982765526, 0.030060926,-0.981983438, 0.030061378,1
18,"LAYING",0.274691577,0.014222368,-0.017393768, 0.002155312,-0.107698928, 0.003942353,-0.984527649, 0.013643928,-0.986160921, 0.011392684,-0.987658662, 0.007616153,-0.220600509, 0.040278639, 0.719755404, 0.196660625, 0.605495318, 0.252106409,-0.982715988, 0.023893899,-0.994093523, 0.009024393,-0.990957250, 0.007252329,0.074998501,0.010888150, 1.170190e-02, 7.879451e-03,-1.213448e-03, 9.016658e-03,-0.985921071, 0.008068045,-0.985554339, 0.006169189,-0.990660246, 0.005755699,-0.0251761807, 0.0149367041,-0.083758731, 0.045301998, 0.0937781948, 0.0474763565,-0.992872598, 0.009994555,-0.984202873, 0.012304396,-0.98510839, 0.02128070,-0.099715424, 0.005623844,-0.039344019, 0.006913504,-0.059313599, 0.014989898,-0.996104441, 0.003177155,-0.990547639, 0.007245437,-0.992548102, 0.004452259,-0.9864562415, 0.0122720030,-0.98646454, 0.01458954,-0.9864562415, 0.0122720030,-0.98646454, 0.01458954,-0.988321540, 0.006294076,-0.989526278, 0.008258992,-0.980740847, 0.030309557,-0.98056088, 0.02795842,-0.993095123, 0.005282951,-0.992153054, 0.007375561,-0.985179972, 0.011695208,-0.984909885, 0.009686659,-0.988606906, 0.007322543,-0.984321858, 0.014664508,-0.986746451, 0.011682848,-0.987224804, 0.007630199,-0.986404709, 0.007760843,-0.985865325, 0.006539318,-0.989116866, 0.006207875,-0.986641246, 0.007806004,-0.986210701, 0.005406462,-0.990744753, 0.005451877,-0.992436928, 0.009399958,-0.985611171, 0.011537406,-0.98499929, 0.01926853,-0.99301937, 0.01006699,-0.983457775, 0.012804972,-0.98648305, 0.02006571,-0.986788412, 0.013554891,-0.9876484845, 0.0133512013,-0.9885484183, 0.0084439793,-0.989710657, 0.008188842,-0.9843290922, 0.0185455645,-0.98146884, 0.02889286,-0.991901008, 0.007335106,-0.992737962, 0.006998194,0
19,"LAYING",0.272653733,0.053077769,-0.017142686, 0.006440086,-0.108981462, 0.007208396,-0.965019580, 0.035785305,-0.973449969, 0.026834996,-0.984672837, 0.014834473,-0.680043155, 0.192292864, 0.725646623, 0.053963474, 0.687623853, 0.056718137,-0.958959611, 0.060538718,-0.986993150, 0.023345279,-0.988819032, 0.018160801,0.077231800,0.021339463, 1.114957e-02, 1.261505e-02,-9.886909e-04, 1.160235e-02,-0.983605223, 0.009397116,-0.974524523, 0.015304906,-0.988260181, 0.006391181,-0.0312072731, 0.0358090279,-0.095262801, 0.089371561, 0.1086051137, 0.0939875022,-0.981357611, 0.022555360,-0.963617706, 0.026975897,-0.97319752, 0.03248591,-0.095601827, 0.017901590,-0.037147660, 0.013104093,-0.059916148, 0.022435258,-0.976105663, 0.020862170,-0.984607729, 0.008532226,-0.986958364, 0.009128953,-0.9662608069, 0.0358367000,-0.96319349, 0.04290350,-0.9662608069, 0.0358367000,-0.96319349, 0.04290350,-0.984784340, 0.007211717,-0.980668288, 0.015158871,-0.953263433, 0.062545964,-0.95590665, 0.04866861,-0.985342498, 0.008819369,-0.980245511, 0.015611137,-0.974533730, 0.024125086,-0.972798824, 0.021654930,-0.985340447, 0.011367393,-0.962085001, 0.040079910,-0.974832076, 0.028077338,-0.984740998, 0.015773907,-0.983478562, 0.009310813,-0.974878271, 0.014886311,-0.986506489, 0.007162050,-0.985278007, 0.008740926,-0.975964112, 0.014898456,-0.988558703, 0.005811703,-0.974196218, 0.026783868,-0.972061003, 0.017523597,-0.97393233, 0.03022711,-0.98394480, 0.02144535,-0.959831366, 0.031973671,-0.97541752, 0.03040669,-0.971957401, 0.030020490,-0.9640567740, 0.0428747602,-0.9806215641, 0.0139361843,-0.979452188, 0.016919066,-0.9656247245, 0.0331210841,-0.95749602, 0.05000521,-0.981890470, 0.012732542,-0.979327847, 0.018059981,1
20,"LAYING",0.239507882,0.139003698,-0.014440628, 0.021974026,-0.104274323, 0.024815556,-0.962249115, 0.112307273,-0.964098180, 0.103859971,-0.972571998, 0.047655308,-0.472431416, 0.182387517, 0.864882957, 0.073215439, 0.477573305, 0.151523970,-0.928674215, 0.244375636,-0.976018477, 0.096935686,-0.976518552, 0.056253345,0.089271601,0.073476746, 1.108225e-03, 6.536243e-02,-3.098918e-03, 2.580510e-02,-0.984270728, 0.020904551,-0.977002607, 0.026728891,-0.984989224, 0.015580756,-0.0231760616, 0.0327376631,-0.095489963, 0.055634866, 0.1236802099, 0.1171552914,-0.984477414, 0.020511639,-0.972941910, 0.030795946,-0.97240989, 0.02983529,-0.099503307, 0.009461150,-0.038776298, 0.016776560,-0.061002829, 0.019899730,-0.989283577, 0.010496835,-0.981540062, 0.026363476,-0.986670534, 0.013274456,-0.9607431262, 0.1058049761,-0.93948944, 0.19832685,-0.9607431262, 0.1058049761,-0.93948944, 0.19832685,-0.984670074, 0.016389835,-0.980161687, 0.033377276,-0.960447373, 0.065668308,-0.96215360, 0.04567429,-0.986749501, 0.014425113,-0.981079302, 0.032634074,-0.965728782, 0.097902910,-0.965595958, 0.086988401,-0.976392651, 0.035532689,-0.960997907, 0.117589280,-0.964960988, 0.105480623,-0.971901325, 0.050213407,-0.983889985, 0.022583380,-0.977220708, 0.027034282,-0.982876212, 0.019413659,-0.986213883, 0.016845416,-0.978451447, 0.024501589,-0.985707806, 0.011340209,-0.982619404, 0.019891248,-0.973120030, 0.034655875,-0.97227860, 0.02908519,-0.98515459, 0.02051170,-0.973092518, 0.028104014,-0.97499527, 0.02754851,-0.952827071, 0.147175502,-0.9418940855, 0.1909266335,-0.9796954581, 0.0344498385,-0.979565197, 0.032037537,-0.9698322412, 0.0377655584,-0.96420592, 0.04382311,-0.981119821, 0.033886074,-0.981986153, 0.028848751,0
21,"LAYING",0.271325472,0.046364982,-0.018423305, 0.007188950,-0.103253832, 0.029312693,-0.955019866, 0.057245376,-0.956959422, 0.066288752,-0.945653788, 0.103086162,-0.174349175, 0.048174662, 0.599992678, 0.019341041, 0.788251027, 0.027660305,-0.945905271, 0.111410247,-0.983732936, 0.028715146,-0.952416332, 0.127860762,0.082015020,0.046380829, 1.199437e-02, 3.096588e-02,-1.390534e-02, 6.860720e-02,-0.984826521, 0.023187286,-0.971584753, 0.044590877,-0.983977644, 0.022516692,-0.0305126189, 0.0335130936,-0.113800486, 0.115495244, 0.0980906517, 0.0589275998,-0.975411858, 0.038832958,-0.952147091, 0.036944711,-0.98134543, 0.04091033,-0.096411838, 0.020581145,-0.034627507, 0.021448117,-0.060139866, 0.017943488,-0.984643717, 0.023108915,-0.981998498, 0.026764333,-0.988749496, 0.019379697,-0.9525965832, 0.0622169846,-0.94218643, 0.12113956,-0.9525965832, 0.0622169846,-0.94218643, 0.12113956,-0.982800331, 0.024916242,-0.978552619, 0.042840954,-0.949278890, 0.069536595,-0.94928915, 0.06578411,-0.985915907, 0.020365249,-0.982246472, 0.032234364,-0.968234376, 0.055924485,-0.960069247, 0.065435621,-0.961772191, 0.078292919,-0.950929451, 0.058328844,-0.957258971, 0.062729032,-0.940919007, 0.107631630,-0.984188841, 0.024487239,-0.972039417, 0.043743230,-0.981630805, 0.024098196,-0.987061377, 0.019453439,-0.973164433, 0.042527168,-0.984925271, 0.021094842,-0.973410473, 0.042382717,-0.964968005, 0.038586633,-0.98081122, 0.03913391,-0.97622692, 0.03759718,-0.946599855, 0.036885992,-0.98327071, 0.03783141,-0.953769071, 0.106973069,-0.9444490709, 0.1096819587,-0.9784441239, 0.0408143151,-0.977604879, 0.045336246,-0.9623490129, 0.0519848477,-0.94973658, 0.06352509,-0.982993315, 0.028633877,-0.982305117, 0.034441219,1
22,"LAYING",0.279959721,0.075667859,-0.014262986, 0.039036292,-0.110800925, 0.029146152,-0.947735252, 0.088363854,-0.913276302, 0.172287505,-0.942945808, 0.109528219,-0.418494577, 0.141156011, 0.632484076, 0.119944878, 0.771903907, 0.092478518,-0.928781249, 0.142912895,-0.958826939, 0.127287470,-0.952435389, 0.103265825,0.075220224,0.047752628, 4.598348e-03, 6.947371e-02,-4.674387e-03, 4.972491e-02,-0.970355192, 0.044996642,-0.955151527, 0.065480554,-0.974527012, 0.035693467,-0.0208311371, 0.0522333070,-0.092572312, 0.084519721, 0.1450038793, 0.1825684457,-0.956641906, 0.079458990,-0.961884962, 0.056324382,-0.93325187, 0.12833355,-0.100203935, 0.026085298,-0.037608731, 0.022569300,-0.070272357, 0.047436349,-0.972092603, 0.047217152,-0.980484171, 0.034253056,-0.978636302, 0.033297913,-0.9349937993, 0.1165739864,-0.90940776, 0.17104773,-0.9349937993, 0.1165739864,-0.90940776, 0.17104773,-0.971169779, 0.042617526,-0.959849822, 0.067810647,-0.926616373, 0.122225545,-0.92391157, 0.12474983,-0.981716936, 0.031577970,-0.974201691, 0.044815091,-0.953758543, 0.074931279,-0.925524703, 0.129024519,-0.954219236, 0.077113218,-0.945656808, 0.093359305,-0.912562857, 0.181077412,-0.941163951, 0.117008556,-0.969570327, 0.046236870,-0.954833264, 0.067028121,-0.970918942, 0.039957497,-0.974126068, 0.039427923,-0.958960957, 0.058768174,-0.976833164, 0.031532002,-0.953366920, 0.079703930,-0.964698259, 0.053981119,-0.94257024, 0.09448281,-0.95803099, 0.07854034,-0.960711255, 0.057564663,-0.93696564, 0.12620202,-0.929818991, 0.123401286,-0.9132672513, 0.1662578622,-0.9626547915, 0.0605749676,-0.955635614, 0.076118367,-0.9460558410, 0.0842130726,-0.92355236, 0.12727224,-0.976638981, 0.039947969,-0.972789021, 0.047669706,1
